,commentary,target
1227," Kuldeep Yadav to Marco Jansen, SIX, steps out of the crease and smacks it over long-on for six! It's a flighted delivery from Kuldeep and Jansen is right to the pitch of it ",1
1228," Kuldeep Yadav to Marco Jansen, no run, floated up on middle, defended forward ",0
1229," Kuldeep Yadav to Klaasen, 1 run, slightly short around off, Klaasen pulls to deep midwicket ",0
1230," Shahbaz Ahmed to Marco Jansen, no run, defended to short cover ",0
1231," Shahbaz Ahmed to Marco Jansen, no run, sharp turn right across the bat face in defence. Jansen gets forward to defend a length ball but it rips past the outside edge ",0
1232," Shahbaz Ahmed to Marco Jansen, no run, dances down to drive but gets too close to it and drags it off a thick inside edge onto pad ",0
1233," Shahbaz Ahmed to Marco Jansen, no run, short outside off, Jansen looks to cut but drags it back to the bowler off a thick under-edge ",0
1234," Shahbaz Ahmed to Marco Jansen, no run, floated up on off, driven to short cover ",0
1235," Shahbaz Ahmed to Klaasen, 1 run, short outside off, Klaasen cuts it to sweeper cover ",0
1236," Kuldeep Yadav to Klaasen, 1 run, another punch off the back foot, this time it's a single to long-on ",0
1237," Kuldeep Yadav to Klaasen, no run, length ball outside off, Klaasen punches gently off the back foot to cover ",0
1238," Kuldeep Yadav to Marco Jansen, 1 run, flicked wide of short midwicket who dives across, gets a hand but doesn't make a clean stop ",0
1239," Kuldeep Yadav to Klaasen, 1 run, full on middle, Klaasen sweeps it down to fine leg ",0
1240," Kuldeep Yadav to Marco Jansen, 1 run, floated up around off, Jansen flicks it down to long-on ",0
1241," Kuldeep Yadav to Klaasen, 1 run, bends across and paddles it fine for a single ",0
1242," Washington Sundar to Marco Jansen, no run, defended forward as Washington pushes another one on a good length ",0
1243," Washington Sundar to Marco Jansen, no run, flat length ball on off, Jansen defends to short leg ",0
1244,"Washington Sundar to Klaasen, 1 run, floated up around off, Klaasen looks to go for a lofted shot down the ground but it dips on him, turns in sharply and he miscues it off the inside half in front of long-on",0
1245," Washington Sundar to Klaasen, no run, full delivery just outside off, Klaasen defends forward ",0
1246," Washington Sundar to Klaasen, no run, back of a length delivery turning in around middle, Klaasen tucks it to short midwicket ",0
1247," Washington Sundar to Klaasen, no run, length ball skidding through around middle, Klaasen defends down the pitch ",0
1248," Kuldeep Yadav to Klaasen, 1 run, nicely tossed up on off, Klaasen flicks it with the turn through square leg ",0
1249," Kuldeep Yadav to Marco Jansen, 1 run, floated up on middle, Jansen knocks it down to long-on ",0
1250," Kuldeep Yadav to Phehlukwayo, out Bowled!! The wickets keep tumbling as Kuldeep strikes in his first over! Phehlukwayo doesn't pick the googly. He goes back to cut, gets cramped for room as the ball turns in and he chops it back onto the stumps off a thick under-edge. Phehlukwayo b Kuldeep Yadav 5(5) [4s-1] ",1
1251," Kuldeep Yadav to Phehlukwayo, FOUR, this has been swept hard through square leg, races away to the boundary ",1
1252," Kuldeep Yadav to Phehlukwayo, no run, tossed up and drifting in on middle and leg, Phehlukwayo defends forward ",0
1253," Kuldeep Yadav to Phehlukwayo, no run, floated up outside off, Phehlukwayo hangs back and defends with the turn to backward point ",0
1254," Washington Sundar to Phehlukwayo, 1 run, stays back in the crease to defend and it goes off a thick inside edge behind square ",0
1255," Washington Sundar to Miller, out Bowled!! Miller is bowled through the gate having played back to a full delivery. It slides in from round the wicket, goes past the inside edge and clips the outside of off stump. The umpires just want to be sure that it was the ball that dislodged the bails, and not the keeper's hands. They refer it upstairs for confirmation. And yes, there's no doubt that Miller has been clean bowled. Miller b Washington Sundar 7(8) [4s-1] ",1
1256," Washington Sundar to Miller, wide, sliding down leg, Miller doesn't get anything on it ",0
1257," Washington Sundar to Klaasen, 1 run, floated up outside off, Klaasen drives off the back foot to deep point ",0
1258," Washington Sundar to Klaasen, no run, tucks it off the back foot to midwicket ",0
1259," Washington Sundar to Klaasen, no run, length ball turning in at the stumps, Klaasen defends off the back foot ",0
1260," Washington Sundar to Klaasen, FOUR, short outside off, Klaasen slaps it hard through the covers ",1
1261," Washington Sundar to Klaasen, wide, turning down leg, Klaasen misses ",0
1262," Shahbaz Ahmed to Klaasen, 1 run, length ball sliding in on leg, Klaasen punches to long-off ",0
1263," Shahbaz Ahmed to Klaasen, FOUR, dragged down short at the stumps, Klaasen rocks back and pulls it away through midwicket ",1
1264," Shahbaz Ahmed to Miller, 1 run, fired in on leg, Miller glances it to fine leg ",0
1265," Shahbaz Ahmed to Miller, no run, India have reviewed for a catch! It's a tossed up delivery outside off, Miller gets forward to defend, but it turns in sharply, strikes him on the pad and balloons to slip. There's no bat involved ",0
1266," Shahbaz Ahmed to Miller, no run, length ball on off, defended down the pitch ",0
1267," Shahbaz Ahmed to Miller, FOUR, walks across the stumps, gets down low, uses the pace on it and scoops it fine past the keeper ",1
1268," Thakur to Klaasen, no run, good length on middle, defended ",0
1269," Thakur to Klaasen, no run, back of a length around off, Klaasen punches gently to short extra cover ",0
1270," Thakur to Klaasen, no run, mistimes the punch to mid-on ",0
1271," Thakur to Klaasen, FOUR, misfield! Back of a length on middle, Klaasen punches it firmly down the pitch. Should've been stopped by Siraj who ran across from mid-on but he fails to do so and it runs away for four ",1
1272," Thakur to Klaasen, no run, pitched up on off, Klaasen defends forward ",0
1273," Thakur to Miller, 1 run, good length delivery across off, Miller opens the face and guides it with the angle to third man ",0
1274," Shahbaz Ahmed to Klaasen, no run, back of a length on middle, Klaasen punches to short extra cover ",0
1275," Shahbaz Ahmed to Miller, 1 run, tossed up outside off again, Miller knocks it down to long-on ",0
1276," Shahbaz Ahmed to Miller, no run, tossed up outside off, defended forward ",0
1277," Shahbaz Ahmed to Markram, out Caught by Samson!! Oh lovely delivery! Ahmed tosses it up, draws Markram forward on the drive, it dips on him, turns away and he nicks it through to the keeper. He was dragged out of his crease as well in trying to reach for the ball, so he would've been stumped if there was no edge. Markram c Samson b Shahbaz Ahmed 9(19) ",1
1278," Shahbaz Ahmed to Klaasen, 1 run, length ball on off, Klaasen makes room and cuts through point ",0
1279," Shahbaz Ahmed to Klaasen, no run, full on middle and leg, Klaasen goes back and punches gently into the off-side ",0
1280," Thakur to Markram, no run, back of a length outside off, punched sweetly to cover ",0
1281," Thakur to Klaasen, 1 run, back of a length outside off, Klaasen cuts it to deep point ",0
1282," Thakur to Klaasen, no run, good length on leg, defended ",0
1283," Thakur to Klaasen, no run, short of length outside off, Klaasen mistimes the pull to mid-on ",0
1284," Thakur to Markram, 1 run, short of length outside off, Markram gets on top of the bounce and punches it to deep point ",0
1285," Thakur to Klaasen, 1 run, short and wide, Klaasen flashes hard and it flies off a thick edge to third man ",0
1286," Shahbaz Ahmed to Klaasen, 1 run, fraction short on off, Klaasen treks back and slices it through point for one ",0
1287," Shahbaz Ahmed to Markram, 1 run, way too full on middle and off, Markram squeezes this to long-off for a single ",0
1288," Shahbaz Ahmed to Markram, no run, pitched up by Shahbaz Ahmed, Markram is on his front foot to defend ",0
1289," Shahbaz Ahmed to Klaasen, 1 run, short and wide outside off, Klaasen slices this through backward point for one ",0
1290," Shahbaz Ahmed to Klaasen, no run, grips into the surface, Klaasen rocks back and carves it to backward point ",0
1291," Shahbaz Ahmed to Markram, 1 run, quicker one on the pads, Markram clips this through square leg for a single ",0
1292," Avesh Khan to Klaasen, no run, that was a dead-straight drive, but unfortunately hits the stumps at the bowler's end. Else there was no chance of stopping it, ricochets away to mid-off after smashing into the stumps ",0
1293," Avesh Khan to Klaasen, no run, back of a length outside off, Klaasen opens the bat face, steering it to backward point ",0
1294," Avesh Khan to Klaasen, wide, short one, but down the leg-side as Klaasen leaves it alone. Looks a touch tired does Avesh Khan, bowling his fifth consecutive over of this spell ",0
1295," Avesh Khan to Klaasen, no run, pitched up by Avesh Khan and Klaasen drives this to mid-off from within the crease ",0
1296," Avesh Khan to Markram, 1 run, clips this length ball to mid-on with soft hands and a closed bat face, for a single ",0
1297," Avesh Khan to Markram, wide, banged into the pitch on a shorter length, Markram goes for a pull, but gets beaten due to the bounce. In fact, signalled a wide by the square leg umpire for height ",0
1298," Avesh Khan to Markram, no run, Avesh Khan goes full and Markram times his drive pretty well, straight to mid-off though ",0
1299," Avesh Khan to Markram, no run, on a length around off, Markram gets on top of it, taps it to point ",0
1300," Shahbaz Ahmed to Markram, 1 run, darted on middle and off, Markram treks back and punches it to long-off for a single ",0
1301," Shahbaz Ahmed to Markram, no run, grips into the pitch, Markram knocks it down the pitch ",0
1302," Shahbaz Ahmed to Klaasen, 1 run, touch fuller on off, Klaasen drives it along the turf to long-off for a single ",0
1303," Shahbaz Ahmed to Klaasen, no run, rocks back and punches it to cover, good stop that by the fielder ",0
1304," Shahbaz Ahmed to Klaasen, no run, sticks into the pitch a touch, Klaasen stays put and bunts it to cover ",0
1305," Shahbaz Ahmed to Markram, 1 run, short and wide outside off, Markram rocks back and cuts this through point for one ",0
1306," Avesh Khan to Markram, 1 run, short and quick ball on leg, Markram hooks it to fine leg and gets off strike ",0
1307," Avesh Khan to Markram, no run, short of a length outside off, Markram rocks back and slices this to point ",0
1308," Avesh Khan to Klaasen, 1 run, at the ribs as Avesh Khan goes short and quick, Klaasen fends it towards square leg for a single ",0
1309," Avesh Khan to Markram, 1 run, short and quick on leg, Markram works this through backward square leg for a single ",0
1310," Avesh Khan to Markram, no run, outside off on a length and Markram was on his front foot as he left it alone ",0
1311," Avesh Khan to Markram, no run, back of a length around off, Markram rides the bounce and taps it in front of point ",0
1312," Siraj to R Hendricks, out Caught by (sub)Ravi Bishnoi!! Siraj gets rid of the Hendricks as well. Someone who has been in good touch of late, even Hendricks falters. It's a short ball on leg and Hendricks takes off his eyes as he goes ahead with the pull shot. Bishnoi at short fine leg fumbles on the first attempt, but manages to take it on the second attempt. South Africa in trouble as they have three wickets and their run rate isn't great either.  R Hendricks c (sub)Ravi Bishnoi b Siraj 3(21) ",1
1313," Siraj to R Hendricks, no run, short and quick on off, sharp bounce on offer, Hendricks attempts a hook, gets beaten for pace and the carry ",0
